Record_ID,Age_Numeric,Gender,Occupation,Income_Numeric,Primary_OTT_Platform,Subscriptions_Numeric,Tenure_Months,Monthly_Spend_Numeric,Share_Account,Hours_Watched_Numeric,Preferred_Genre,Primary_Device,Usual_Viewing_Time,Pricing_Satisfaction,Content_Satisfaction,Content_Variety,Recommendation_Quality,Advertisement_Tolerance,Streaming_Experience,Switched_Before,Competitor_Awareness,Switch_Intent,Main_Reason_For_Switching,What_Would_Encourage_Stay,Suggestions_To_Improve,Data_Source,Cost_Fatigue_Score,Content_Fatigue_Score,Experience_Fatigue_Score,Overall_Fatigue_Score,Dominant_Fatigue_Type
834,49.5,Male,Student,0,Netflix,3.0,9.0,750,No,15.0,Comedy,Laptop/Desktop,Night,4,3,5,4,1,4,No,Yes,Yes,Poor recommendations,Better recommendations,Offer better family plans,Synthetic,40.86,42.0,52.0,44.95,Experience
835,21.0,Male,Student,0,Netflix,2.0,9.0,100,No,7.5,Action,Laptop/Desktop,Night,3,2,5,4,3,4,Yes,No,No,No plans to switch,Better content,Add more exclusive content,Synthetic,43.71,53.0,44.0,46.9,Content
836,21.0,Male,Homemaker,0,Netflix,3.0,4.5,750,Yes,7.5,Action,Smart TV,Evening,3,5,3,4,3,3,Yes,Yes,Yes,High subscription cost,Lower price,Improve content variety,Synthetic,54.86,38.0,53.0,48.62,Cost
837,39.5,Male,Student,37500,Amazon Prime Video,2.0,9.0,350,No,7.5,Comedy,Mobile,Night,4,5,4,4,2,3,Yes,No,No,No plans to switch,Better streaming quality,Lower subscription prices,Synthetic,34.0,29.0,57.0,40.0,Experience
838,21.0,Male,Student,0,Netflix,2.0,9.0,750,Yes,2.5,Action,Smart TV,Night,3,4,4,5,1,3,Yes,No,Yes,Lower price,Lower price,Offer better family plans,Synthetic,54.86,40.0,54.0,49.62,Cost
839,21.0,Female,Student,0,Amazon Prime Video,2.0,9.0,350,Yes,7.5,Comedy,Laptop/Desktop,Evening,3,4,5,4,5,2,No,Yes,No,No plans to switch,Better streaming quality,Lower subscription prices,Synthetic,48.0,31.0,54.0,44.33,Experience
840,21.0,Male,Student,62500,Netflix,3.0,4.5,350,No,7.5,Horror,Smart TV,Night,3,3,4,4,4,4,No,Yes,Yes,Lack of content,"Better recommendations, Better content",Reduce buffering,Synthetic,48.0,51.0,40.0,46.33,Content
841,21.0,Female,Student,0,Netflix,2.0,4.5,750,No,2.5,Anime,Laptop/Desktop,Evening,4,4,3,5,3,3,No,Yes,No,No plans to switch,Better content,Add more exclusive content,Synthetic,40.86,49.0,46.0,45.29,Content
842,21.0,Female,Student,12500,Netflix,5.0,4.5,750,No,7.5,Romance,Laptop/Desktop,Night,3,5,5,4,4,4,No,Yes,Yes,High subscription cost,"Lower price, Better content",Reduce buffering,Synthetic,54.86,20.0,40.0,38.29,Cost
843,21.0,Male,Working Professional,0,Amazon Prime Video,5.0,9.0,750,No,7.5,Thriller,Mobile,Evening,3,5,3,5,4,4,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Reduce advertisements,Synthetic,54.86,38.0,33.0,41.95,Cost
844,39.5,Male,Homemaker,0,Amazon Prime Video,3.0,1.5,750,Yes,7.5,Comedy,Mobile,Evening,2,5,3,5,5,4,No,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,68.86,38.0,29.0,45.29,Cost
845,21.0,Female,Student,0,Netflix,1.0,1.5,1750,No,7.5,Comedy,Laptop/Desktop,Night,3,4,3,5,2,4,No,Yes,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,72.0,49.0,41.0,54.0,Cost
846,21.0,Female,Student,0,Netflix,2.0,4.5,1750,No,15.0,Drama,Mobile,Night,1,5,5,3,2,3,No,Yes,Yes,Lower price,Lower price,Reduce buffering,Synthetic,100.0,20.0,64.0,61.33,Cost
847,21.0,Male,Student,0,Netflix,5.0,1.5,350,Yes,7.5,Action,Laptop/Desktop,Evening,4,4,5,4,4,4,No,No,Yes,Buffering and playback issues,Better streaming quality,Add more exclusive content,Synthetic,34.0,31.0,40.0,35.0,Experience
848,21.0,Female,Homemaker,0,Disney+ Hotstar,3.0,30.0,350,No,7.5,Drama,Smart TV,Evening,4,5,5,5,3,4,Yes,No,Yes,Poor recommendations,Better streaming quality,Improve content variety,Synthetic,34.0,20.0,37.0,30.33,Experience
849,21.0,Male,Student,12500,Netflix,2.0,1.5,1750,No,7.5,Horror,Mobile,Evening,2,5,3,4,3,4,No,No,No,No plans to switch,"Lower price, Better content",Reduce buffering,Synthetic,86.0,38.0,44.0,56.0,Cost
850,21.0,Female,Student,0,Netflix,1.0,9.0,100,No,7.5,Anime,Mobile,Night,5,4,4,5,4,5,No,Yes,Yes,Lack of content,"Better recommendations, Better content",Offer better family plans,Synthetic,15.71,40.0,24.0,26.57,Content
851,21.0,Male,Student,0,Amazon Prime Video,3.0,9.0,350,Yes,7.5,Drama,Laptop/Desktop,Night,4,3,3,5,3,4,Yes,No,No,No plans to switch,"Better recommendations, Better content",Add more exclusive content,Synthetic,34.0,60.0,37.0,43.67,Content
852,21.0,Male,Student,0,Netflix,5.0,9.0,350,No,7.5,Horror,Laptop/Desktop,Evening,3,5,4,5,4,5,No,No,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,48.0,29.0,24.0,33.67,Cost
853,21.0,Male,Student,125000,Netflix,3.0,9.0,750,Yes,7.5,Anime,Laptop/Desktop,Evening,2,5,3,4,2,4,Yes,No,No,No plans to switch,"Lower price, Family plans",Improve content variety,Synthetic,68.86,38.0,48.0,51.62,Cost
854,21.0,Male,Student,0,Netflix,3.0,30.0,750,No,2.5,Thriller,Mobile,Evening,3,5,4,5,5,4,No,No,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,54.86,29.0,29.0,37.62,Cost
855,21.0,Male,Student,0,Netflix,5.0,30.0,750,Yes,2.5,Thriller,Laptop/Desktop,Night,3,3,5,3,3,3,No,Yes,Yes,Poor recommendations,Better streaming quality,Improve content variety,Synthetic,54.86,42.0,60.0,52.29,Experience
856,21.0,Male,Student,0,Disney+ Hotstar,5.0,4.5,750,No,7.5,Thriller,Laptop/Desktop,Evening,1,4,3,5,5,3,No,Yes,No,No plans to switch,"Lower price, Better content",Improve content variety,Synthetic,82.86,49.0,38.0,56.62,Cost
857,39.5,Female,Student,0,Netflix,2.0,30.0,350,No,2.5,Romance,Laptop/Desktop,Night,5,3,2,4,4,3,Yes,No,Yes,Limited content variety,"Better recommendations, Better content",Add more exclusive content,Synthetic,20.0,69.0,49.0,46.0,Content
858,21.0,Female,Student,0,Netflix,5.0,9.0,750,Yes,7.5,Anime,Laptop/Desktop,Evening,1,5,5,4,4,4,Yes,Yes,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,82.86,20.0,40.0,47.62,Cost
859,21.0,Male,Student,0,Netflix,2.0,4.5,350,Yes,15.0,Romance,Mobile,Evening,4,4,4,4,4,4,Yes,Yes,Yes,Lack of content,Better content,Improve recommendations,Synthetic,34.0,40.0,40.0,38.0,Content
860,21.0,Female,Working Professional,0,Netflix,5.0,30.0,350,No,7.5,Romance,Laptop/Desktop,Night,1,5,5,4,5,4,Yes,No,Yes,Lower price,Lower price,Reduce buffering,Synthetic,76.0,20.0,36.0,44.0,Cost
861,21.0,Female,Student,0,Netflix,3.0,4.5,350,No,7.5,Comedy,Mobile,Night,5,4,3,5,1,4,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Reduce buffering,Synthetic,20.0,49.0,45.0,38.0,Content
862,39.5,Male,Homemaker,0,Netflix,5.0,30.0,1750,No,15.0,Romance,Laptop/Desktop,Evening,4,4,4,5,4,3,Yes,Yes,Yes,High subscription cost,Lower price,Reduce advertisements,Synthetic,58.0,40.0,42.0,46.67,Cost
863,21.0,Male,Working Professional,0,Netflix,5.0,9.0,100,Yes,7.5,Thriller,Mobile,Night,4,5,3,5,5,4,No,Yes,No,No plans to switch,Better content,Improve content variety,Synthetic,29.71,38.0,29.0,32.24,Content
864,21.0,Female,Student,0,Amazon Prime Video,5.0,4.5,750,No,2.5,Horror,Mobile,Evening,3,3,4,4,2,4,Yes,No,Yes,Lower price,"Lower price, Better content",Offer better family plans,Synthetic,54.86,51.0,48.0,51.29,Cost
865,21.0,Male,Student,0,Netflix,3.0,30.0,750,No,7.5,Comedy,Laptop/Desktop,Evening,3,4,5,3,5,3,Yes,Yes,No,No plans to switch,Lower price,Improve recommendations,Synthetic,54.86,31.0,52.0,45.95,Cost
866,21.0,Male,Homemaker,0,Netflix,3.0,4.5,350,Yes,15.0,Horror,Smart TV,Evening,3,4,3,3,4,3,No,No,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,48.0,49.0,56.0,51.0,Experience
867,49.5,Male,Working Professional,37500,Netflix,5.0,30.0,100,Yes,7.5,Horror,Laptop/Desktop,Night,4,5,3,5,2,4,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve recommendations,Synthetic,29.71,38.0,41.0,36.24,Experience
868,21.0,Female,Student,0,Netflix,2.0,9.0,350,No,15.0,Comedy,Mobile,Evening,3,4,5,5,4,5,No,No,Yes,Expensive subscription,"Lower price, Family plans",Reduce buffering,Synthetic,48.0,31.0,24.0,34.33,Cost
869,21.0,Female,Student,0,Amazon Prime Video,2.0,30.0,750,No,7.5,Drama,Laptop/Desktop,Night,4,5,3,5,3,4,No,Yes,Yes,Lower price,"Lower price, Better content",Add more exclusive content,Synthetic,40.86,38.0,37.0,38.62,Cost
870,21.0,Male,Student,0,Amazon Prime Video,2.0,1.5,350,Yes,7.5,Comedy,Smart TV,Night,4,5,5,4,3,4,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,34.0,20.0,44.0,32.67,Experience
871,21.0,Male,Working Professional,12500,Amazon Prime Video,2.0,9.0,350,Yes,7.5,Action,Laptop/Desktop,Night,4,5,3,4,1,4,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,34.0,38.0,52.0,41.33,Experience
872,21.0,Male,Student,0,Netflix,3.0,4.5,350,Yes,7.5,Romance,Smart TV,Night,2,4,5,4,3,4,Yes,No,No,No plans to switch,"Lower price, Family plans",Improve content variety,Synthetic,62.0,31.0,44.0,45.67,Cost
873,49.5,Male,Homemaker,125000,Netflix,3.0,30.0,350,Yes,15.0,Comedy,Smart TV,Night,4,4,2,5,1,4,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Lower subscription prices,Synthetic,34.0,58.0,45.0,45.67,Content
874,21.0,Male,Student,0,Netflix,1.0,30.0,100,Yes,7.5,Thriller,Smart TV,Night,3,5,4,5,4,5,No,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,43.71,29.0,24.0,32.24,Cost
875,21.0,Female,Student,62500,Netflix,3.0,4.5,350,Yes,2.5,Romance,Mobile,Evening,3,5,5,4,2,5,Yes,Yes,Yes,High subscription cost,Lower price,Improve recommendations,Synthetic,48.0,20.0,39.0,35.67,Cost
876,21.0,Female,Student,0,Netflix,3.0,4.5,350,Yes,15.0,Thriller,Smart TV,Night,1,5,5,5,3,3,Yes,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,76.0,20.0,46.0,47.33,Cost
877,21.0,Female,Student,0,Amazon Prime Video,2.0,9.0,350,No,7.5,Horror,Smart TV,Night,2,5,3,4,2,4,Yes,Yes,Yes,Lower price,Lower price,Offer better family plans,Synthetic,62.0,38.0,48.0,49.33,Cost
878,39.5,Female,Student,12500,Netflix,2.0,30.0,750,Yes,7.5,Comedy,Mobile,Evening,3,4,4,3,4,4,No,No,No,No plans to switch,"Lower price, Better content",Improve content variety,Synthetic,54.86,40.0,47.0,47.29,Cost
879,21.0,Male,Student,0,Netflix,3.0,4.5,750,Yes,15.0,Comedy,Mobile,Night,2,5,5,5,4,4,No,Yes,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,68.86,20.0,33.0,40.62,Cost
880,21.0,Male,Student,0,Amazon Prime Video,3.0,30.0,350,Yes,2.5,Thriller,Mobile,Night,4,3,4,3,4,5,No,No,No,No plans to switch,Better content,Improve recommendations,Synthetic,34.0,51.0,38.0,41.0,Content
881,21.0,Female,Homemaker,0,Netflix,5.0,30.0,750,No,2.5,Comedy,Mobile,Evening,1,5,5,5,2,4,No,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,82.86,20.0,41.0,47.95,Cost
882,21.0,Male,Student,125000,Netflix,2.0,9.0,350,Yes,7.5,Horror,Mobile,Night,4,5,5,4,5,3,Yes,Yes,No,No plans to switch,Better streaming quality,Lower subscription prices,Synthetic,34.0,20.0,45.0,33.0,Experience
883,39.5,Male,Working Professional,0,Amazon Prime Video,1.0,4.5,350,No,15.0,Action,Mobile,Evening,3,4,4,5,4,4,No,No,No,No plans to switch,"Lower price, Better content",Reduce advertisements,Synthetic,48.0,40.0,33.0,40.33,Cost
884,21.0,Male,Student,0,Amazon Prime Video,2.0,4.5,750,No,2.5,Drama,Laptop/Desktop,Evening,5,5,3,5,2,4,Yes,Yes,Yes,Poor streaming experience,Better streaming quality,Reduce buffering,Synthetic,26.86,38.0,41.0,35.29,Experience
885,21.0,Male,Student,0,Netflix,3.0,4.5,350,No,7.5,Comedy,Laptop/Desktop,Night,3,3,3,4,3,4,Yes,No,Yes,Need better content,Better content,Reduce advertisements,Synthetic,48.0,60.0,44.0,50.67,Content
886,49.5,Male,Student,0,Netflix,5.0,4.5,1750,Yes,7.5,Comedy,Mobile,Evening,4,4,4,5,2,5,No,Yes,Yes,Expensive subscription,Lower price,Add more exclusive content,Synthetic,58.0,40.0,32.0,43.33,Cost
887,21.0,Male,Student,62500,Amazon Prime Video,1.0,30.0,750,Yes,2.5,Thriller,Mobile,Evening,5,4,5,3,4,4,Yes,Yes,Yes,Poor streaming experience,Better streaming quality,Reduce advertisements,Synthetic,26.86,31.0,47.0,34.95,Experience
888,21.0,Male,Student,0,Netflix,2.0,1.5,350,No,15.0,Thriller,Laptop/Desktop,Night,4,4,5,4,3,3,Yes,No,Yes,Buffering and playback issues,Better streaming quality,Add more exclusive content,Synthetic,34.0,31.0,53.0,39.33,Experience
889,21.0,Female,Student,0,Netflix,2.0,1.5,750,Yes,2.5,Romance,Smart TV,Night,4,4,4,4,3,4,No,Yes,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,40.86,40.0,44.0,41.62,Experience
890,49.5,Male,Student,0,Netflix,5.0,1.5,750,Yes,15.0,Anime,Laptop/Desktop,Evening,4,4,4,5,2,4,Yes,Yes,Yes,Buffering and playback issues,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,40.86,40.0,41.0,40.62,Experience
891,39.5,Male,Student,0,Amazon Prime Video,2.0,30.0,1750,No,7.5,Drama,Smart TV,Evening,4,4,5,3,3,3,No,Yes,Yes,Poor streaming experience,Better recommendations,Improve content variety,Synthetic,58.0,31.0,60.0,49.67,Experience
892,21.0,Female,Student,0,Netflix,1.0,9.0,350,Yes,7.5,Drama,Laptop/Desktop,Evening,4,5,5,3,1,4,No,No,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,34.0,20.0,59.0,37.67,Experience
893,21.0,Male,Student,125000,Amazon Prime Video,2.0,1.5,100,Yes,2.5,Action,Laptop/Desktop,Night,5,4,5,5,2,4,No,Yes,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,15.71,31.0,41.0,29.24,Experience
894,21.0,Male,Student,62500,Netflix,2.0,9.0,350,Yes,7.5,Anime,Smart TV,Night,4,5,3,4,2,3,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,34.0,38.0,57.0,43.0,Experience
895,21.0,Female,Homemaker,0,Disney+ Hotstar,1.0,1.5,350,No,2.5,Romance,Laptop/Desktop,Evening,3,4,4,4,3,3,No,Yes,Yes,Poor streaming experience,Better recommendations,Improve recommendations,Synthetic,48.0,40.0,53.0,47.0,Experience
896,21.0,Female,Student,0,Netflix,3.0,4.5,750,Yes,7.5,Romance,Mobile,Night,4,5,4,3,3,4,Yes,No,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,40.86,29.0,51.0,40.29,Experience
897,39.5,Male,Student,0,Amazon Prime Video,3.0,9.0,350,Yes,7.5,Thriller,Laptop/Desktop,Night,3,4,3,4,4,3,Yes,Yes,Yes,Need better content,"Better content, Exclusive originals",Improve recommendations,Synthetic,48.0,49.0,49.0,48.67,Content
898,39.5,Male,Homemaker,37500,Amazon Prime Video,5.0,30.0,100,Yes,15.0,Comedy,Smart TV,Night,3,4,5,4,5,4,No,No,No,No plans to switch,"Lower price, Better content",Reduce buffering,Synthetic,43.71,31.0,36.0,36.9,Cost
899,39.5,Male,Student,12500,Netflix,1.0,9.0,100,No,7.5,Thriller,Smart TV,Evening,3,2,4,3,2,3,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,43.71,62.0,64.0,56.57,Experience
900,21.0,Female,Student,12500,Netflix,3.0,1.5,750,No,7.5,Horror,Laptop/Desktop,Night,3,5,4,4,3,3,No,Yes,No,No plans to switch,"Lower price, Family plans",Reduce advertisements,Synthetic,54.86,29.0,53.0,45.62,Cost
901,21.0,Male,Student,0,Netflix,2.0,30.0,350,Yes,7.5,Comedy,Mobile,Night,4,5,4,3,2,3,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,34.0,29.0,64.0,42.33,Experience
902,21.0,Male,Student,62500,Netflix,2.0,9.0,100,Yes,7.5,Horror,Laptop/Desktop,Night,4,5,5,4,3,4,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,29.71,20.0,44.0,31.24,Experience
903,21.0,Male,Student,62500,Amazon Prime Video,5.0,30.0,350,No,2.5,Romance,Laptop/Desktop,Night,4,5,5,3,5,4,Yes,No,Yes,Poor streaming experience,Better streaming quality,Offer better family plans,Synthetic,34.0,20.0,43.0,32.33,Experience
904,21.0,Female,Student,0,Amazon Prime Video,3.0,4.5,350,No,7.5,Action,Laptop/Desktop,Evening,4,5,5,4,3,4,Yes,Yes,Yes,Buffering and playback issues,Better streaming quality,Improve recommendations,Synthetic,34.0,20.0,44.0,32.67,Experience
905,21.0,Female,Student,0,Amazon Prime Video,2.0,4.5,750,Yes,7.5,Thriller,Laptop/Desktop,Evening,4,3,4,5,5,4,No,Yes,No,No plans to switch,Better content,Lower subscription prices,Synthetic,40.86,51.0,29.0,40.29,Content
906,21.0,Male,Student,0,Netflix,2.0,1.5,350,No,7.5,Romance,Smart TV,Night,4,4,4,5,3,4,No,No,No,No plans to switch,"Better content, Exclusive originals",Improve content variety,Synthetic,34.0,40.0,37.0,37.0,Content
907,21.0,Male,Student,37500,Netflix,5.0,30.0,750,Yes,7.5,Thriller,Mobile,Evening,3,4,5,3,3,3,Yes,Yes,Yes,Poor recommendations,Better streaming quality,Add more exclusive content,Synthetic,54.86,31.0,60.0,48.62,Experience
908,21.0,Male,Student,0,Amazon Prime Video,2.0,4.5,100,Yes,7.5,Action,Mobile,Evening,3,4,3,5,2,4,No,No,No,No plans to switch,"Better content, Exclusive originals",Reduce advertisements,Synthetic,43.71,49.0,41.0,44.57,Content
909,21.0,Male,Student,0,Netflix,2.0,4.5,750,Yes,2.5,Romance,Smart TV,Night,5,5,2,4,4,4,Yes,No,No,No plans to switch,Better content,Reduce buffering,Synthetic,26.86,47.0,40.0,37.95,Content
910,21.0,Male,Student,0,Netflix,2.0,4.5,1750,No,2.5,Horror,Laptop/Desktop,Night,4,3,5,4,5,4,Yes,Yes,No,No plans to switch,"Lower price, Better content",Reduce advertisements,Synthetic,58.0,42.0,36.0,45.33,Cost
911,21.0,Female,Student,0,Netflix,3.0,30.0,100,No,15.0,Action,Laptop/Desktop,Night,1,4,3,3,2,4,Yes,No,Yes,High subscription cost,Lower price,Improve recommendations,Synthetic,71.71,49.0,55.0,58.57,Cost
912,21.0,Male,Working Professional,0,Amazon Prime Video,2.0,4.5,350,No,2.5,Thriller,Mobile,Night,2,3,3,5,2,4,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Add more exclusive content,Synthetic,62.0,60.0,41.0,54.33,Cost
913,39.5,Male,Student,0,Netflix,2.0,4.5,350,No,7.5,Romance,Mobile,Night,4,4,4,4,3,4,No,No,No,No plans to switch,Better recommendations,Lower subscription prices,Synthetic,34.0,40.0,44.0,39.33,Experience
914,21.0,Female,Student,12500,Netflix,2.0,4.5,350,No,7.5,Horror,Laptop/Desktop,Night,3,4,3,4,2,4,Yes,Yes,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,48.0,49.0,48.0,48.33,Content
915,21.0,Male,Student,0,Amazon Prime Video,1.0,1.5,750,Yes,2.5,Horror,Laptop/Desktop,Evening,4,4,3,4,3,4,Yes,No,Yes,Limited content variety,Better content,Reduce advertisements,Synthetic,40.86,49.0,44.0,44.62,Content
916,21.0,Male,Student,0,Amazon Prime Video,5.0,1.5,750,No,2.5,Action,Mobile,Night,2,3,3,4,5,4,No,Yes,No,No plans to switch,Lower price,Lower subscription prices,Synthetic,68.86,60.0,36.0,54.95,Cost
917,21.0,Male,Student,37500,Netflix,5.0,9.0,1750,No,2.5,Thriller,Mobile,Night,4,4,4,5,2,4,Yes,No,Yes,Lower price,Lower price,Reduce buffering,Synthetic,58.0,40.0,41.0,46.33,Cost
918,49.5,Male,Student,0,Netflix,3.0,9.0,350,No,7.5,Horror,Smart TV,Night,2,4,5,4,4,3,Yes,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,62.0,31.0,49.0,47.33,Cost
919,21.0,Female,Student,0,Netflix,1.0,9.0,350,No,15.0,Anime,Mobile,Evening,4,5,4,4,5,3,No,No,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,34.0,29.0,45.0,36.0,Experience
920,21.0,Male,Student,37500,Netflix,1.0,30.0,1750,Yes,7.5,Horror,Mobile,Night,5,5,5,5,2,4,Yes,No,No,No plans to switch,Lower price,Offer better family plans,Synthetic,44.0,20.0,41.0,35.0,Cost
921,21.0,Female,Student,62500,Netflix,3.0,30.0,750,No,7.5,Action,Mobile,Night,5,4,5,4,2,4,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,26.86,31.0,48.0,35.29,Experience
922,21.0,Female,Working Professional,0,Netflix,2.0,9.0,350,Yes,2.5,Romance,Smart TV,Evening,4,4,4,4,3,4,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve recommendations,Synthetic,34.0,40.0,44.0,39.33,Experience
923,21.0,Male,Student,37500,Netflix,5.0,9.0,350,No,7.5,Comedy,Smart TV,Night,3,3,3,4,3,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Reduce buffering,Synthetic,48.0,60.0,44.0,50.67,Content
924,21.0,Male,Student,0,Netflix,1.0,9.0,350,Yes,2.5,Thriller,Laptop/Desktop,Evening,4,5,5,5,2,4,No,No,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,34.0,20.0,41.0,31.67,Experience
925,21.0,Female,Student,0,Amazon Prime Video,2.0,4.5,350,No,7.5,Drama,Smart TV,Evening,4,4,5,5,4,3,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,34.0,31.0,42.0,35.67,Experience
926,49.5,Male,Student,0,Netflix,2.0,9.0,750,No,7.5,Comedy,Laptop/Desktop,Night,4,4,4,5,4,4,Yes,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,40.86,40.0,33.0,37.95,Cost
927,21.0,Male,Student,62500,Netflix,3.0,4.5,350,No,7.5,Romance,Laptop/Desktop,Evening,4,3,4,5,4,3,Yes,Yes,No,No plans to switch,Better content,Lower subscription prices,Synthetic,34.0,51.0,42.0,42.33,Content
928,21.0,Male,Student,37500,Amazon Prime Video,2.0,4.5,750,Yes,7.5,Comedy,Mobile,Evening,1,5,5,5,4,4,Yes,No,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,82.86,20.0,33.0,45.29,Cost
929,21.0,Female,Student,12500,Netflix,5.0,9.0,350,Yes,7.5,Romance,Laptop/Desktop,Night,3,4,5,3,3,4,No,Yes,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,48.0,31.0,51.0,43.33,Experience
930,21.0,Male,Homemaker,0,Amazon Prime Video,2.0,4.5,750,Yes,7.5,Romance,Mobile,Night,3,5,3,5,4,4,No,No,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,54.86,38.0,33.0,41.95,Cost
931,21.0,Male,Student,0,Netflix,2.0,30.0,350,No,7.5,Anime,Laptop/Desktop,Night,3,3,5,5,3,5,No,No,No,No plans to switch,"Lower price, Family plans",Add more exclusive content,Synthetic,48.0,42.0,28.0,39.33,Cost
932,21.0,Female,Student,125000,Netflix,2.0,1.5,350,No,7.5,Anime,Mobile,Evening,4,5,5,5,2,3,No,Yes,No,No plans to switch,Better streaming quality,Improve recommendations,Synthetic,34.0,20.0,50.0,34.67,Experience
933,39.5,Male,Student,62500,Netflix,2.0,30.0,100,No,15.0,Anime,Laptop/Desktop,Night,3,5,4,5,5,4,No,No,Yes,High subscription cost,Lower price,Reduce advertisements,Synthetic,43.71,29.0,29.0,33.9,Cost
934,39.5,Male,Homemaker,0,Netflix,1.0,4.5,350,No,7.5,Anime,Smart TV,Evening,1,5,5,3,4,4,Yes,No,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,76.0,20.0,47.0,47.67,Cost
